epoch,test_loss,Validation_loss,Validation_dice,Background_dice,Organ_1_Dice,Organ_2_Dice,Organ_3_Dice,Organ_4_Dice
18,0.037010580540555796,0.06843115550155442,0.8737445712089539,0.9983540901658021,0.7290657457841851,0.896519169970215,0.8430056058868598,0.9027190690200089
19,0.03587227902784815,0.06442826091544702,0.8645253896713256,0.9976289501089944,0.7634850199954819,0.8639056343299105,0.797424669558737,0.9013767396306793
20,0.03508072636449269,0.07284467082781096,0.8699079990386963,0.998152110816347,0.7281011141714415,0.8895003816315133,0.8327907903267047,0.902459495784217
21,0.034561726042865566,0.05934868367621675,0.8842318534851075,0.9984795194344003,0.7718564038877509,0.9116150604535278,0.8428552241023057,0.8972869074055646
22,0.03394799927851265,0.061083853132246686,0.8650161623954773,0.9977394162414062,0.7332729117385405,0.8670188800175842,0.8193856468517691,0.9086867626933129
23,0.032940304409261725,0.06720685146128137,0.8757181763648987,0.9979303051635735,0.7595473362472361,0.870205836219833,0.8446821401719132,0.9072929487280291
24,0.0325940690012766,0.057114735140154756,0.8747594594955445,0.9979506309411841,0.7697488867232842,0.8725799083214547,0.8235468824187162,0.9112158131128961
25,0.03261133783649185,0.07462706567719579,0.8540678501129151,0.9974953720140499,0.715345002488039,0.8421888139980094,0.8524766355511229,0.8641265598065061
26,0.03186704848370167,0.06494450916380932,0.8647491097450256,0.9974515811607967,0.7070110625403545,0.8524705137927695,0.8481399760516494,0.9193283564943646
27,0.031499323520347546,0.061907155455555765,0.8811972737312317,0.9984450377826974,0.7269696396456891,0.909025854809409,0.8539589452254102,0.9185061309035477
28,0.030671651817275825,0.05670127843894685,0.8685901522636413,0.9976560156486428,0.7572917427599324,0.8616086383876448,0.8090163277850463,0.9186816354703794
29,0.030564076175033875,0.06842160692593703,0.8831650495529175,0.9984074193969674,0.7488388980347184,0.9056763250441608,0.8566661462250197,0.906915722762952
30,0.03024278434083624,0.05552483446973686,0.8790227770805359,0.9980221127657526,0.7648512758516146,0.8776580321881464,0.8437183953297204,0.9117223929719585
31,0.029920052631651657,0.05412310269816468,0.8886381626129151,0.9984502466591992,0.770299557314896,0.9049001079659762,0.846805138506175,0.9233549893820552
32,0.029610707989550445,0.06386450650558496,0.8526158332824707,0.9959453427340904,0.7451094076410516,0.7706091953861645,0.85169603818652,0.9008081875193081
33,0.029227651359187243,0.06643660396182288,0.852184534072876,0.9978072789280263,0.7458209173794147,0.8437965634797309,0.7613251929520686,0.9136278441704017
34,0.029006411391298892,0.058171546062609804,0.881933331489563,0.9983346235635997,0.7498103728094512,0.9004079623829572,0.8447815377096536,0.9172903089036325
35,0.028446646421996173,0.06736333586586019,0.8879341125488281,0.9985593330091576,0.7499713509145189,0.9179323361870504,0.8649444871080263,0.9090669558997828
36,0.028292805874187966,0.05735244888967524,0.8844146251678466,0.9980654146351109,0.7641422068359256,0.8828781005376479,0.8566104612877142,0.9211352469836298
37,0.027838460614922702,0.06212197021814063,0.8538835525512696,0.9954091527910798,0.7638720108462035,0.7467321322713187,0.851041967740256,0.9131966601586192
38,0.027484586026705157,0.06189952859887853,0.8785483002662658,0.998171419418239,0.7592436003821702,0.8934116202760215,0.8287429551271535,0.91394825592266
39,0.027557885848690965,0.06458931928034872,0.866427481174469,0.9978324725712255,0.7389809186645285,0.8766769473072158,0.8109840130321422,0.9082732244664846
40,0.027239661331574423,0.056325376506429166,0.8790031552314759,0.9981345881883177,0.7300055475086968,0.8905237291160952,0.8559010294958815,0.9210879377481855
41,0.02673519725160212,0.0582147618321081,0.8938591480255127,0.9985010735179974,0.757835469348113,0.9098487595942071,0.8735524004483504,0.9301883421766357
42,0.02654525659569887,0.056768078363190096,0.8892603516578674,0.9985263460708452,0.7636826381830736,0.9073828635315287,0.8606463479085604,0.9165924865536276
43,0.026293694974688288,0.055601641652950395,0.887291157245636,0.9985470563582286,0.7635756954495776,0.9156524830874485,0.845153270067476,0.9143149264492397
44,0.02614144572289373,0.054893048458422224,0.8914050579071044,0.9985086577018419,0.7725552829689519,0.9097732523929191,0.8524656194798859,0.9242724685567654
45,0.025608731909099784,0.06506565051230913,0.8756064891815185,0.9983022501314025,0.7376520233358843,0.901138261425961,0.8402280048320392,0.9010274734175201
46,0.02591210572406347,0.058209850234755625,0.8910738110542298,0.9986715088715522,0.7566768328477584,0.9232831945338201,0.8569367861670303,0.9202318066235076
47,0.0252190328589391,0.061210365272127094,0.8709385395050049,0.9983032158726937,0.7550251201551449,0.9026683450534294,0.8008615911358247,0.8986649054233486
48,0.025204965495856647,0.053764461890483894,0.8879526615142822,0.9986102001387277,0.7534265844787695,0.9192537551170549,0.841218748727932,0.9274310607207793
49,0.025033434786512723,0.059991216053410124,0.8707481861114502,0.9982700009950184,0.7737769436564946,0.9040539177388235,0.7683998577650829,0.9098926694896476
50,0.024744638421467628,0.0640646534296684,0.8840799570083618,0.998555815368106,0.754992095187083,0.9184610428340785,0.8378357266851335,0.9108519000092328
